2.40	2.07
2.36	2.56
2.69	2.84
2.68	2.46
3.16	2.42
2.73	2.47
2.87	3.06
2.65	3.93
3.57	3.51
2.91	2.84
1.92	1.79
3.73	3.82
2.79	2.46
2.26	2.17
2.24	1.87
2.46	1.74
1.87	2.78
2.14	2.76
2.48	2.44
2.47	2.02
2.90	1.94
2.44	2.41
2.16	
2.99	
1.71	
3.23	
2.91	
2.71	
2.45	
1.81	
2.45	
2.28	
1.96	
3.15	
3.07	
2.44	
2.78	
2.67	
3.08	
2.35	
